Mean_Features,GP_Features,RMSE,R2
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1964.8643,0.2635568
bed_elevation + distance_to_coast + bed_slope,None,2127.5254,0.12661389
bed_elevation + distance_to_coast + bed_slope,bed_elevation,2121.6958,0.1340945
bed_elevation + distance_to_coast + bed_slope,signed_distance_to_margin,2077.1816,0.18302092
bed_elevation + distance_to_coast + bed_slope,distance_to_coast,2142.7114,0.114991516
bed_elevation + distance_to_coast + bed_slope,bed_slope,2139.2075,0.11854389
bed_elevation + distance_to_coast + bed_slope,bed_roughness,2149.9893,0.10319042
bed_elevation + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin,2086.171,0.17239967
bed_elevation + distance_to_coast + bed_slope,bed_elevation + distance_to_coast,2131.5774,0.12508884
bed_elevation + distance_to_coast + bed_slope,bed_elevation + bed_slope,2126.436,0.13387862
bed_elevation + distance_to_coast + bed_slope,bed_elevation + bed_roughness,2139.2134,0.114029974
bed_elevation + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast,2121.3955,0.13798651
bed_elevation + distance_to_coast + bed_slope,signed_distance_to_margin + bed_slope,2131.5293,0.13067421
bed_elevation + distance_to_coast + bed_slope,signed_distance_to_margin + bed_roughness,2140.7585,0.11384222
bed_elevation + distance_to_coast + bed_slope,distance_to_coast + bed_slope,2144.7297,0.11530706
bed_elevation + distance_to_coast + bed_slope,distance_to_coast + bed_roughness,2137.114,0.12096971
bed_elevation + distance_to_coast + bed_slope,bed_slope + bed_roughness,2130.8152,0.12836865
bed_elevation + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast,2126.7664,0.12946147
bed_elevation + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope,2126.3118,0.13120878
bed_elevation + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_roughness,2140.475,0.114438236
bed_elevation + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_slope,2113.436,0.14391613
bed_elevation + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_roughness,2153.2883,0.106793314
bed_elevation + distance_to_coast + bed_slope,bed_elevation + bed_slope + bed_roughness,2142.5767,0.11376053
bed_elevation + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope,2149.6226,0.10943109
bed_elevation + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_roughness,2151.434,0.10526419
bed_elevation + distance_to_coast + bed_slope,signed_distance_to_margin + bed_slope + bed_roughness,2152.606,0.105493814
bed_elevation + distance_to_coast + bed_slope,distance_to_coast + bed_slope + bed_roughness,2119.1853,0.12874848
bed_elevation + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,2131.3232,0.12551066
bed_elevation + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,2142.9514,0.11196357
bed_elevation + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,2146.053,0.11024225
bed_elevation + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2137.4702,0.120167226
bed_elevation + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2164.325,0.09426519
bed_elevation + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2137.061,0.11579397
bed_elevation + distance_to_coast + bed_roughness,None,2128.9111,0.12529334
bed_elevation + distance_to_coast + bed_roughness,bed_elevation,2118.962,0.1406677
bed_elevation + distance_to_coast + bed_roughness,signed_distance_to_margin,2046.801,0.1989089
bed_elevation + distance_to_coast + bed_roughness,distance_to_coast,2129.9348,0.12701887
bed_elevation + distance_to_coast + bed_roughness,bed_slope,2134.7163,0.12351188
bed_elevation + distance_to_coast + bed_roughness,bed_roughness,2133.2861,0.12267333
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin,2081.7598,0.17762274
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast,2098.5386,0.1527029
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + bed_slope,2116.211,0.14147836
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + bed_roughness,2121.83,0.13757089
bed_elevation + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast,2079.4165,0.1831235
bed_elevation + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_slope,2110.587,0.14990306
bed_elevation + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_roughness,2143.6006,0.11350641
bed_elevation + distance_to_coast + bed_roughness,distance_to_coast + bed_slope,2144.5046,0.11560765
bed_elevation + distance_to_coast + bed_roughness,distance_to_coast + bed_roughness,2143.9243,0.1142464
bed_elevation + distance_to_coast + bed_roughness,bed_slope + bed_roughness,2161.6646,0.093911916
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,2140.0034,0.12299806
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,2110.7007,0.14835879
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,2142.5735,0.11307588
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_slope,2136.4124,0.12175849
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,2148.622,0.109221935
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + bed_slope + bed_roughness,2122.518,0.13834974
bed_elevation + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,2163.338,0.09805432
bed_elevation + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,2155.8342,0.10182473
bed_elevation + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,2162.8103,0.097890586
bed_elevation + distance_to_coast + bed_roughness,distance_to_coast + bed_slope + bed_roughness,2152.0374,0.10891709
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,2143.0894,0.11248204
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,2150.6753,0.1072714
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,2151.0183,0.10700184
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2139.9438,0.11845085
bed_elevation + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2163.5005,0.09729299
bed_elevation + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2153.3015,0.10518587
bed_elevation + bed_slope + bed_roughness,None,2114.4004,0.1505583
bed_elevation + bed_slope + bed_roughness,bed_elevation,2111.6843,0.15780717
bed_elevation + bed_slope + bed_roughness,signed_distance_to_margin,2054.418,0.2144435
bed_elevation + bed_slope + bed_roughness,distance_to_coast,2154.9683,0.107970595
bed_elevation + bed_slope + bed_roughness,bed_slope,2127.6597,0.14118487
bed_elevation + bed_slope + bed_roughness,bed_roughness,2122.1445,0.14442071
bed_elevation + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin,2100.7202,0.16717577
bed_elevation + bed_slope + bed_roughness,bed_elevation + distance_to_coast,2123.5947,0.14266923
bed_elevation + bed_slope + bed_roughness,bed_elevation + bed_slope,2111.9673,0.15784478
bed_elevation + bed_slope + bed_roughness,bed_elevation + bed_roughness,2111.62,0.1581806
bed_elevation + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast,2067.7874,0.20245257
bed_elevation + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope,2068.772,0.20528972
bed_elevation + bed_slope + bed_roughness,signed_distance_to_margin + bed_roughness,2073.1235,0.19574317
bed_elevation + bed_slope + bed_roughness,distance_to_coast + bed_slope,2142.7368,0.124641
bed_elevation + bed_slope + bed_roughness,distance_to_coast + bed_roughness,2141.1155,0.12498763
bed_elevation + bed_slope + bed_roughness,bed_slope + bed_roughness,2127.3394,0.14058152
bed_elevation + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,2122.6614,0.1428357
bed_elevation + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,2113.1035,0.15775031
bed_elevation + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,2106.2092,0.16351503
bed_elevation + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope,2126.3687,0.14167935
bed_elevation + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,2124.3186,0.14321455
bed_elevation + bed_slope + bed_roughness,bed_elevation + bed_slope + bed_roughness,2115.516,0.1562311
bed_elevation + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,2086.64,0.18709043
bed_elevation + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,2139.4712,0.12738013
bed_elevation + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,2088.089,0.19046614
bed_elevation + bed_slope + bed_roughness,distance_to_coast + bed_slope + bed_roughness,2147.0022,0.1210652
bed_elevation + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,2145.5293,0.12029013
bed_elevation + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,2148.835,0.115973175
bed_elevation + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,2112.7107,0.15769663
bed_elevation + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2129.13,0.14011142
bed_elevation + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2152.6936,0.117539465
bed_elevation + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2151.4343,0.11436513
signed_distance_to_margin + distance_to_coast + bed_slope,None,2022.6827,0.2214492
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation,1974.4722,0.25164106
signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin,1987.0725,0.24043888
signed_distance_to_margin + distance_to_coast + bed_slope,distance_to_coast,1988.9253,0.23761943
signed_distance_to_margin + distance_to_coast + bed_slope,bed_slope,1982.8369,0.24202183
signed_distance_to_margin + distance_to_coast + bed_slope,bed_roughness,2030.4058,0.2159222
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin,1961.8392,0.259619
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + distance_to_coast,1984.6394,0.23482037
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + bed_slope,1953.3264,0.26722786
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + bed_roughness,1955.6843,0.26407456
signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast,1982.571,0.24364406
signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + bed_slope,1978.843,0.24626434
signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + bed_roughness,1979.6466,0.24683899
signed_distance_to_margin + distance_to_coast + bed_slope,distance_to_coast + bed_slope,2022.4072,0.21240726
signed_distance_to_margin + distance_to_coast + bed_slope,distance_to_coast + bed_roughness,2004.5767,0.21995088
signed_distance_to_margin + distance_to_coast + bed_slope,bed_slope + bed_roughness,1983.5525,0.2434817
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast,1958.79,0.261827
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope,1958.5912,0.26238734
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_roughness,1956.9755,0.2630613
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_slope,1982.7354,0.23732436
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_roughness,1988.592,0.23126855
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + bed_slope + bed_roughness,1967.763,0.2579155
signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope,1990.4762,0.23171541
signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_roughness,2010.1687,0.21516865
signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + bed_slope + bed_roughness,1984.227,0.24364698
signed_distance_to_margin + distance_to_coast + bed_slope,distance_to_coast + bed_slope + bed_roughness,2011.9062,0.21461704
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1960.4102,0.2608963
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1962.0546,0.2434057
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1941.1066,0.27109292
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1950.5964,0.2667791
signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2013.1543,0.2120429
signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1958.3818,0.26352975
signed_distance_to_margin + distance_to_coast + bed_roughness,None,1977.5427,0.24886978
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation,1960.9011,0.2599909
signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin,1985.1396,0.24183244
signed_distance_to_margin + distance_to_coast + bed_roughness,distance_to_coast,1983.6897,0.24362019
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_slope,1998.4509,0.23312685
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_roughness,1979.5188,0.24654382
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin,1960.7258,0.26056013
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast,1954.7688,0.2660059
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + bed_slope,1958.0125,0.26574808
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + bed_roughness,1956.0592,0.2655517
signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast,2005.0833,0.22139704
signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_slope,1975.0267,0.25233546
signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_roughness,1983.4265,0.24272895
signed_distance_to_margin + distance_to_coast + bed_roughness,distance_to_coast + bed_slope,2005.5764,0.22206715
signed_distance_to_margin + distance_to_coast + bed_roughness,distance_to_coast + bed_roughness,1979.4178,0.24666783
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_slope + bed_roughness,1985.0002,0.24388853
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,1990.3958,0.23316821
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,1947.2185,0.27519718
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,1960.2299,0.2610374
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_slope,1983.7424,0.23723987
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,1987.7039,0.23502395
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + bed_slope + bed_roughness,1956.4441,0.26481357
signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,1981.1465,0.24570641
signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,2006.6981,0.21824685
signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,1980.0363,0.24607733
signed_distance_to_margin + distance_to_coast + bed_roughness,distance_to_coast + bed_slope + bed_roughness,2025.656,0.20524213
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1955.581,0.26526782
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1991.7687,0.22801685
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1977.3264,0.2529368
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1975.4355,0.2528062
signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1984.8696,0.24382678
signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1989.7894,0.23116091
signed_distance_to_margin + bed_slope + bed_roughness,None,1978.0297,0.25104836
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation,1952.7815,0.27228555
signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin,1981.1693,0.24810225
signed_distance_to_margin + bed_slope + bed_roughness,distance_to_coast,1981.7483,0.24824244
signed_distance_to_margin + bed_slope + bed_roughness,bed_slope,1966.6816,0.25631464
signed_distance_to_margin + bed_slope + bed_roughness,bed_roughness,1975.1698,0.25376207
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin,1968.0319,0.2568748
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + distance_to_coast,1958.7125,0.2661997
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + bed_slope,1937.5479,0.28575602
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + bed_roughness,1944.9729,0.2811194
signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast,1984.5491,0.24670133
signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope,1978.48,0.2499328
signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + bed_roughness,1972.5898,0.25526044
signed_distance_to_margin + bed_slope + bed_roughness,distance_to_coast + bed_slope,1978.3043,0.25052157
signed_distance_to_margin + bed_slope + bed_roughness,distance_to_coast + bed_roughness,1969.3342,0.25618657
signed_distance_to_margin + bed_slope + bed_roughness,bed_slope + bed_roughness,1972.99,0.2546574
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,1983.3973,0.24036387
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,1941.3867,0.28479037
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,1941.6532,0.28184894
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope,1960.1577,0.26620793
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,1961.5206,0.26558822
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + bed_slope + bed_roughness,1949.772,0.28238615
signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,1980.8099,0.24831533
signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,1978.2227,0.25016758
signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,1976.4181,0.25183687
signed_distance_to_margin + bed_slope + bed_roughness,distance_to_coast + bed_slope + bed_roughness,1963.6702,0.2592915
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1960.1002,0.26559323
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1999.949,0.22406837
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1942.8835,0.2846004
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1969.0813,0.25713184
signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1978.0632,0.250834
signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1963.9861,0.26233345
distance_to_coast + bed_slope + bed_roughness,None,2126.6184,0.12844798
distance_to_coast + bed_slope + bed_roughness,bed_elevation,2114.1238,0.14094025
distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin,2089.3074,0.170347
distance_to_coast + bed_slope + bed_roughness,distance_to_coast,2130.0706,0.12810177
distance_to_coast + bed_slope + bed_roughness,bed_slope,2137.8027,0.120179564
distance_to_coast + bed_slope + bed_roughness,bed_roughness,2131.7964,0.12002835
distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin,2080.6785,0.1769121
distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast,2119.3682,0.1354897
distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_slope,2120.432,0.13686413
distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_roughness,2140.8232,0.11355358
distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast,2139.4702,0.11860454
distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope,2134.8965,0.124221295
distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_roughness,2150.3936,0.10494214
distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_slope,2138.2153,0.12128654
distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_roughness,2143.1875,0.1150229
distance_to_coast + bed_slope + bed_roughness,bed_slope + bed_roughness,2144.757,0.11307594
distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,2130.0586,0.12317765
distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,2119.0764,0.1367293
distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,2140.7498,0.11321798
distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope,2124.7349,0.13115019
distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,2128.48,0.12694958
distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_slope + bed_roughness,2141.7148,0.11280152
distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,2154.7998,0.10295576
distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,2153.7202,0.10174993
distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,2158.4082,0.09901488
distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_slope + bed_roughness,2144.3457,0.11397511
distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,2141.7139,0.112566024
distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,2143.1577,0.11044106
distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,2140.9326,0.1122486
distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2117.4873,0.1405046
distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2162.6794,0.096485734
distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2146.617,0.10769197
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,None,1967.6353,0.25297683
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation,1950.0177,0.2657973
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin,1964.8638,0.25608784
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,distance_to_coast,1922.1755,0.2813805
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_slope,1956.2756,0.26474598
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_roughness,1954.8091,0.26231048
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin,1954.492,0.26370412
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + distance_to_coast,1975.8595,0.24245247
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + bed_slope,1957.4575,0.26243338
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + bed_roughness,1952.1069,0.26639336
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast,1966.1045,0.25524846
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + bed_slope,1965.1145,0.25670308
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + bed_roughness,1963.5042,0.2570985
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,distance_to_coast + bed_slope,1981.4746,0.23937836
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,distance_to_coast + bed_roughness,1962.7362,0.2583291
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_slope + bed_roughness,1973.0559,0.25716195
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast,1952.7869,0.26468652
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope,1939.5488,0.27278584
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_roughness,1943.9111,0.275819
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_slope,1938.3298,0.28097624
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_roughness,1953.9343,0.26533234
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + bed_slope + bed_roughness,1955.5532,0.26503524
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope,2001.9542,0.22799581
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_roughness,1979.3997,0.24061403
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + bed_slope + bed_roughness,1979.7617,0.24170998
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,distance_to_coast + bed_slope + bed_roughness,1938.824,0.27124685
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1960.6333,0.26203534
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1979.6013,0.24153334
